x,y,z,t
0.08784,-0.078568,1.01016,243968991
0.142008,-0.018056,0.989176,243969011
0.16348,0.020008,0.88572,243969031
0.14884,0.055144,0.755424,243969051
0.0976,0.052704,0.709064,243969071
0.035136,0.018544,0.816424,243969092
0.008296,-0.008296,0.96136,243969112
-0.035624,-0.037576,0.999424,243969132
-0.066368,-0.025376,0.877424,243969152
-0.054168,0.013176,0.731512,243969172
-0.04392,0.048312,0.716872,243969192
-0.011712,0.084424,0.747616,243969212
-0.001464,0.108336,0.711504,243969233
0.008296,0.119072,0.699304,243969253
0.023424,0.117608,0.71248,243969273
0.023912,0.106384,0.809104,243969293
-0.00976,0.0732,0.94672,243969313
-0.04148,0.056608,0.998448,243969333
-0.032208,0.086864,0.977952,243969353
-0.040992,0.075152,0.936472,243969374
-0.049776,0.074176,0.939888,243969394
-0.033184,0.071736,0.989664,243969414
-0.042456,0.052216,1.044808,243969434
-0.04392,0.052704,1.05652,243969454
-0.050264,0.039528,1.0126,243969474
-0.074176,0.01464,1.036024,243969494
-0.11224,-0.055632,1.17852,243969515
-0.123464,-0.11712,1.2932,243969535
-0.0976,-0.120048,1.32492,243969555
-0.088816,-0.098088,1.18828,243969575
-0.095648,-0.051728,0.975024,243969595
-0.109312,-0.005368,0.83448,243969615
-0.102968,0.029768,0.743224,243969635
-0.075152,0.052216,0.747128,243969656
-0.030744,0.057096,0.842288,243969676
0.013176,0.032208,0.982344,243969696
-0.010736,-0.020496,1.082872,243969716
-0.02928,-0.03416,1.048224,243969736
-0.039528,-0.029768,0.946232,243969756
-0.043432,-0.015616,0.840336,243969776
-0.032696,0.022936,0.748592,243969797
-0.061488,0.037576,0.685152,243969817
-0.078568,0.057096,0.66124,243969837
-0.081496,0.067344,0.69052,243969857
-0.083448,0.083936,0.767624,243969877
-0.10248,0.072712,0.845216,243969897
-0.127368,0.060512,0.84424,243969917
-0.090768,0.09272,0.89548,243969937
-0.09516,0.071736,1.011624,243969958
-0.10492,0.045384,1.026264,243969978
-0.060512,0.039528,1.055056,243969998
-0.040504,0.024888,1.07848,243970018
-0.028792,0.0366,1.043832,243970038
-0.05612,0.027328,0.989176,243970058
-0.059048,0.043432,0.94672,243970078
-0.035624,0.010248,0.99552,243970099
0.028304,0.01708,1.079944,243970119
0.057584,-0.061488,1.219024,243970139
-0.003416,-0.137128,1.363472,243970159
-0.094672,-0.188368,1.345904,243970179
-0.094184,-0.16104,1.074576,243970199
-0.012688,-0.066856,0.826184,243970219
0.074664,0.033184,0.779824,243970240
0.10492,0.065392,0.768112,243970260
0.116632,0.082472,0.782752,243970280
0.025376,0.030256,0.812032,243970300
-0.084424,-0.01464,0.833504,243970320
-0.103944,-0.010248,0.900848,243970340
-0.09272,0.00244,0.906704,243970360
-0.106872,0.029768,0.777872,243970381
-0.09272,0.072712,0.7076,243970401
-0.081008,0.106384,0.693448,243970421
-0.0732,0.127368,0.693936,243970441
-0.063928,0.130296,0.693936,243970461
-0.032208,0.14152,0.748592,243970481
-0.006344,0.140544,0.84424,243970501
-0.014152,0.123464,0.873032,243970522
-0.040992,0.115168,0.877912,243970542
-0.052216,0.121512,0.88328,243970562
-0.03904,0.123464,0.925736,243970582
-0.024888,0.118584,0.953552,243970602
0.005368,0.118584,0.98088,243970622
0.016104,0.101016,1.03456,243970642
-0.004392,0.066856,1.086776,243970663
-0.02684,0.03172,1.11264,243970683
0.003904,0.038064,1.150216,243970703
0.011224,0.020496,1.127768,243970723
-0.007808,-0.016592,1.097024,243970743
-0.034648,-0.072712,1.17608,243970763
-0.06588,-0.115168,1.23952,243970783
-0.08784,-0.123464,1.187792,243970804
-0.076128,-0.101016,0.99552,243970824
-0.077104,-0.056608,0.821304,243970844
-0.047824,-0.0244,0.759816,243970864
-0.013176,-0.01952,0.854,243970884
0.006832,-0.037088,0.959896,243970904
0.020008,-0.05856,0.959408,243970924
0.02196,-0.067832,0.955504,243970945
0.035624,-0.062464,0.986248,243970965
0.0122,-0.049776,0.971608,243970985
-0.033184,-0.044408,0.923784,243971005
-0.049288,-0.018544,0.79544,243971025
-0.038552,0.01464,0.740296,243971045
-0.0244,0.041968,0.7564,243971065
-0.020984,0.047824,0.823256,243971086
-0.046848,0.05856,0.857904,243971106
-0.048312,0.0854,0.83936,243971126
-0.040992,0.115168,0.794952,243971146
-0.042456,0.12444,0.804712,243971166
-0.040504,0.122488,0.868152,243971186
-0.021472,0.116632,0.886208,243971206
0.010248,0.100528,0.901824,243971227
0.02684,0.070272,1.012112,243971247
0.025376,0.05124,1.075552,243971267
0.024888,0.050752,1.050176,243971287
-0.005368,0.046848,1.026752,243971307
-0.027328,0.035136,0.972096,243971327
0.01952,0.040016,0.957944,243971347
0.085888,-0.001952,1.10532,243971368
0.077104,-0.113704,1.31272,243971388
0.009272,-0.2318,1.414224,243971408
-0.00976,-0.261568,1.32248,243971428
0.054168,-0.183976,1.123376,243971448
0.136152,-0.093696,0.966728,243971468
0.177632,-0.01708,0.871568,243971488
0.16592,0.015128,0.77348,243971509
0.13908,0.033184,0.691496,243971529
0.0976,0.044896,0.6832,243971549
0.042944,0.036112,0.718824,243971569
0.009272,0.0244,0.747616,243971589
-0.021472,0.022448,0.77836,243971609
-0.058072,0.015128,0.760792,243971629
-0.061488,0.040504,0.731512,243971650
-0.06344,0.05612,0.74176,243971670
-0.062952,0.064904,0.72712,243971690
-0.052216,0.088816,0.786656,243971710
-0.021472,0.090768,0.847168,243971730
-0.010736,0.081496,0.899872,243971750
-0.03904,0.05856,0.946232,243971770
-0.03416,0.057584,0.989664,243971791
-0.023912,0.09272,0.97356,243971811
0.023424,0.127368,0.991128,243971831
0.031232,0.14152,0.955992,243971851
0.002928,0.140056,0.921344,243971871
-0.002928,0.122488,1.010648,243971891
-0.022448,0.085888,1.109224,243971911
-0.023424,0.054656,1.094096,243971932
-0.015616,0.059536,1.048712,243971952
-0.0244,0.05368,0.996008,243971972
-0.020008,0.023912,1.061888,243971992
-0.027328,-0.031232,1.220976,243972012
-0.054656,-0.084912,1.322968,243972032
-0.07808,-0.111752,1.259528,243972052
-0.072224,-0.084424,1.028704,243972073
-0.059048,-0.0488,0.8784,243972093
-0.065392,-0.018056,0.825208,243972113
-0.071736,-0.020496,0.818376,243972133
-0.033672,-0.016592,0.831064,243972153
0.027328,-0.015128,0.874984,243972173
0.045384,-0.027816,0.955016,243972193
0.0122,-0.054168,0.996984,243972213
-0.030744,-0.064904,0.956968,243972234
-0.044896,-0.042944,0.881328,243972254
-0.027816,-0.001464,0.79544,243972274
-0.017568,0.033672,0.740296,243972294
-0.027816,0.061488,0.70272,243972314
-0.044896,0.076616,0.681736,243972334
-0.047824,0.09516,0.702232,243972354
-0.044896,0.101504,0.76372,243972375
-0.029768,0.113216,0.830088,243972395
-0.020008,0.111752,0.931592,243972415
-0.044408,0.11956,0.930128,243972435
-0.060512,0.129808,0.899872,243972455
-0.064904,0.130296,0.884744,243972475
-0.021472,0.125416,0.958432,243972495
0.040992,0.137616,1.067744,243972516
0.069784,0.120536,1.069696,243972536
0.018056,0.121024,0.989176,243972556
0.025864,0.116144,0.941352,243972576
0.062952,0.109312,0.978928,243972596
0.066368,0.044408,1.100928,243972616
0.010736,-0.061488,1.24684,243972636
-0.016104,-0.14152,1.403,243972657
0.00732,-0.189832,1.465464,243972677
0.04148,-0.169824,1.33468,243972697
0.099064,-0.09028,1.030656,243972717
0.162992,0.002928,0.798856,243972737
0.203984,0.07564,0.70516,243972757
0.189832,0.0854,0.676856,243972777
0.11956,0.071736,0.7198,243972798
0.033184,0.033672,0.816424,243972818
-0.03172,0.016104,0.885232,243972838
-0.079544,0.010736,0.877912,243972858
-0.067832,0.040016,0.806176,243972878
-0.035136,0.076128,0.743712,243972898
-0.0366,0.094184,0.735416,243972918
-0.073688,0.08784,0.772504,243972939
-0.111264,0.074664,0.781288,243972959
-0.084912,0.10004,0.744688,243972979
-0.02684,0.13664,0.711504,243972999
0.019032,0.144448,0.745664,243973019
0.042456,0.141032,0.832528,243973039
0.024888,0.124928,0.908168,243973059
-0.022448,0.118584,0.917928,243973080
-0.052704,0.115168,0.883768,243973100
-0.04636,0.11224,0.91744,243973120
-0.031232,0.101016,1.009672,243973140
-0.023424,0.086376,1.054568,243973160
-0.016592,0.077104,1.06628,243973180
-0.00976,0.073688,1.09068,243973200
-0.020496,0.040504,1.111176,243973221
-0.039528,0.004392,1.201944,243973241
-0.06344,-0.035136,1.286368,243973261
-0.05612,-0.057096,1.314184,243973281
-0.05124,-0.023424,1.146312,243973301
-0.060512,0.001952,0.9394,243973321
-0.066856,0.0488,0.762744,243973341
-0.078568,0.055144,0.716872,243973362
-0.060512,0.033184,0.89304,243973382
-0.000976,0.01708,1.031632,243973402
0.034648,-0.006344,1.034072,243973422
0.040016,-0.023424,1.00772,243973442
0.00976,-0.028792,0.977952,243973462
-0.017568,-0.033672,0.91256,243973482
-0.040504,-0.011712,0.859856,243973503
-0.047824,0.019032,0.774944,243973523
-0.079544,0.044896,0.676856,243973543
-0.067344,0.07808,0.614392,243973563
-0.038552,0.10004,0.652944,243973583
-0.040504,0.120536,0.723216,243973603
-0.044408,0.122,0.762744,243973623
-0.060024,0.116144,0.796416,243973644
-0.074664,0.109312,0.862296,243973664
-0.0366,0.11468,0.940376,243973684
0.015128,0.104432,0.997472,243973704
0.032208,0.081984,1.050176,243973724
0.026352,0.06344,1.10288,243973744
0.008296,0.032696,1.108248,243973764
-0.00244,0.044408,1.036512,243973785
0.022936,0.055144,0.964776,243973805
0.060512,0.047336,0.930616,243973825
0.057584,-0.007808,1.06872,243973845
-0.016592,-0.132248,1.278072,243973865
-0.040504,-0.196176,1.424472,243973885
-0.049288,-0.226432,1.35908,243973905
-0.028304,-0.155184,1.17852,243973926
0.037576,-0.022936,0.954528,243973946
0.069296,0.049776,0.789096,243973966
0.015128,0.045384,0.737856,243973986
-0.038064,0.054656,0.751032,243974006
-0.005856,0.095648,0.784216,243974026
-0.012688,0.050752,0.766648,243974046
-0.045384,-0.03416,0.849608,243974067
-0.074176,-0.021472,0.840824,243974087
-0.055632,0.040016,0.857416,243974107
-0.029768,0.0366,0.935984,243974127
-0.016104,0.033184,0.85644,243974147
-0.044896,0.07076,0.752984,243974167
-0.0488,0.071248,0.732488,243974187
-0.025376,0.0854,0.754448,243974208
-0.013664,0.073688,0.809104,243974228
0.010248,0.060512,0.875472,243974248
0.00732,0.040992,0.926224,243974268
0.032696,0.07564,0.939888,243974288
0.03904,0.10004,0.918416,243974308
0.01708,0.118584,0.89304,243974328
-0.014152,0.113704,0.85156,243974349
0.000488,0.126392,0.921344,243974369
0.02196,0.088816,1.049688,243974389
0.066856,0.084424,1.125816,243974409
0.113216,0.088328,1.181936,243974429
0.098576,0.072712,1.177056,243974449
0.041968,0.050264,1.122888,243974469
-0.02196,0.003904,1.10776,243974489
-0.061,-0.038064,1.159976,243974510
-0.064904,-0.056608,1.18584,243974530
-0.071248,-0.066856,1.103368,243974550
-0.09028,-0.081984,0.999912,243974570
-0.127856,-0.079056,0.922808,243974590
-0.169824,-0.064416,0.852536,243974610
-0.152744,-0.05612,0.803736,243974630
-0.096624,-0.046848,0.796416,243974651
-0.00732,-0.027816,0.83936,243974671
0.04636,-0.00976,0.899384,243974691
0.010736,-0.026352,0.98576,243974711
-0.0488,-0.048312,0.996496,243974731
-0.093208,-0.046848,0.892552,243974751
-0.101504,-0.00732,0.765672,243974771
-0.061488,0.05368,0.677344,243974792
-0.000488,0.103944,0.740784,243974812
-0.007808,0.092232,0.79788,243974832
-0.060512,0.07808,0.78324,243974852
-0.088328,0.072224,0.822768,243974872
-0.076128,0.067832,0.911584,243974892
-0.079056,0.058072,0.919392,243974912
-0.054168,0.099552,0.866688,243974933
-0.017568,0.11956,0.913536,243974953
0.020008,0.1342,0.933056,243974973
0.029768,0.106872,0.965752,243974993
0,0.094672,0.974048,243975013
-0.025864,0.07076,0.977952,243975033
-0.028304,0.07808,0.951112,243975053
0.046848,0.073688,0.957456,243975074
0.127856,0.060024,0.99552,243975094
0.118584,-0.009272,1.16388,243975114
0.042456,-0.10736,1.308816,243975134
-0.003904,-0.177632,1.374208,243975154
0.044408,-0.15616,1.283928,243975174
0.12444,-0.0854,1.037488,243975194
0.190808,-0.032208,0.891576,243975215
0.201056,0.009272,0.83936,243975235
0.184952,0.022448,0.83692,243975255
0.126392,0.010248,0.833992,243975275
0.055632,-0.015128,0.819352,243975295
0.014152,-0.026352,0.83936,243975315
0.001952,-0.020984,0.888648,243975335
-0.008784,-0.00732,0.89304,243975356
-0.036112,0.005856,0.820328,243975376
-0.067832,0.018056,0.73932,243975396
-0.062952,0.042944,0.690032,243975416
-0.035136,0.076616,0.669536,243975436
-0.024888,0.0976,0.696376,243975456
-0.023424,0.098088,0.755912,243975476
-0.01708,0.081984,0.815936,243975497
-0.007808,0.064904,0.862296,243975517
0,0.067344,0.923784,243975537
0.016592,0.066368,0.977464,243975557
0.013664,0.084424,0.935984,243975577
-0.008296,0.081008,0.902312,243975597
-0.046848,0.060512,0.922808,243975617
-0.077104,0.046848,0.976,243975638
-0.076128,0.046848,1.051152,243975658
-0.051728,0.033672,1.10044,243975678
-0.018544,0.032208,0.98332,243975698
0.001464,-0.009272,0.993568,243975718
-0.007808,-0.071248,1.248792,243975738
-0.047336,-0.159576,1.462536,243975758
-0.05368,-0.193736,1.49816,243975779
-0.062464,-0.156648,1.18096,243975799
-0.039528,-0.115656,0.980392,243975819
-0.074664,-0.081008,0.816424,243975839
-0.137616,-0.047824,0.74176,243975859
-0.16836,-0.040016,0.703696,243975879
-0.147376,-0.035136,0.711992,243975899
-0.061,-0.025376,0.794464,243975920
0.007808,-0.01464,0.903288,243975940
0.036112,-0.018056,0.992104,243975960
0.010736,-0.031232,1.052616,243975980
-0.045872,-0.035136,0.996496,243976000
-0.073688,-0.0122,0.855952,243976020
-0.06344,0.027816,0.76616,243976040
-0.045872,0.062464,0.753472,243976061
-0.04636,0.081008,0.768112,243976081
-0.05612,0.09272,0.776408,243976101
-0.062952,0.099552,0.776408,243976121
-0.060512,0.09516,0.847168,243976141
-0.0366,0.088816,0.957456,243976161
-0.0122,0.092232,1.032608,243976181
-0.004392,0.08296,1.087264,243976202
0.015616,0.064416,1.131184,243976222
0.055632,0.058072,1.125816,243976242
0.06832,0.066856,1.047736,243976262
0.037576,0.064904,0.940376,243976282
-0.00732,0.050752,0.854488,243976302
-0.020008,0.04636,0.818864,243976322
0.010736,0.024888,0.877912,243976343
0.042456,-0.033184,1.03944,243976363
0.050264,-0.125904,1.230736,243976383
0.015616,-0.205936,1.381528,243976403
0.031232,-0.20008,1.34444,243976423
0.052216,-0.13664,1.031144,243976443
0.121512,-0.029768,0.77836,243976463
0.147864,0.050752,0.7076,243976484
0.116632,0.071736,0.747128,243976504
0.037576,0.02928,0.800808,243976524
-0.018544,-0.010248,0.828624,243976544
-0.033184,-0.008784,0.837408,243976564
-0.01708,-0.005368,0.869616,243976584
-0.02684,-0.000488,0.900848,243976604
-0.033672,0.028304,0.87596,243976625
-0.03904,0.057584,0.80032,243976645
-0.03904,0.082472,0.7076,243976665
-0.01464,0.115656,0.679784,243976685
0.025864,0.135176,0.75396,243976705
0.0244,0.124928,0.826672,243976725
-0.016592,0.081008,0.864248,243976745
-0.025376,0.04636,0.882792,243976766
0.000976,0.050264,0.96624,243976786
0.04392,0.064904,1.08824,243976806
0.047336,0.079056,1.120936,243976826
0.006832,0.0732,1.018456,243976846
-0.025864,0.064904,0.920856,243976866
-0.028304,0.048312,0.989176,243976886
-0.024888,0.031232,1.095072,243976906
-0.02684,0.029768,1.064816,243976927
-0.006832,0.010736,1.010648,243976947
0.034648,-0.020496,1.071648,243976967
0.039528,-0.079544,1.214632,243976987
0.003416,-0.146888,1.367864,243977007
-0.020496,-0.159576,1.338096,243977027
-0.034648,-0.113216,1.069696,243977047
-0.04148,-0.053192,0.786656,243977068
-0.0732,0.005856,0.602192,243977088
-0.076616,0.036112,0.625128,243977108
-0.05612,0.022448,0.80276,243977128
-0.027816,0.008296,0.89548,243977148
-0.016592,-0.016104,0.886696,243977168
-0.016592,-0.029768,0.8784,243977188
-0.022936,-0.03172,0.923296,243977209
-0.026352,-0.011224,0.91988,243977229
-0.027328,0.020496,0.844728,243977249
-0.015616,0.06832,0.772016,243977269
0.008296,0.105408,0.7808,243977289
-0.000976,0.110776,0.84912,243977309
-0.043432,0.098088,0.884256,243977329
-0.059048,0.101992,0.844728,243977350
-0.020008,0.121512,0.844728,243977370
0.030744,0.150304,0.901824,243977390
0.055632,0.185928,0.917928,243977410
-0.001952,0.145424,0.937936,243977430
-0.005856,0.137128,0.933056,243977450
