x,y,z,t
51.75,-1.125,423.125,243975476
51.75,-2.5625,422.875,243975517
53.375,-1.0625,422.8125,243975557
53.25,-1.5,421.5625,243975597
53.25,-0.875,423.6875,243975638
53.1875,-1.125,423.625,243975678
53.5625,-0.3125,422.75,243975718
54.25,0.3125,421.6875,243975758
53.4375,0.1875,421,243975799
52.5625,-0.125,421.3125,243975839
53.375,-0.25,422.625,243975879
55,-1.5,422.8125,243975920
54.0625,-1.875,422.75,243975960
53.75,-1.5625,422.75,243976000
54.375,-1.5,422.125,243976040
54.5,-1.25,422.375,243976081
54.5625,-1.3125,422.6875,243976121
53.9375,-1.75,423.1875,243976161
54.3125,-1.9375,423.625,243976202
54.9375,-2.5,423,243976242
55.125,-3.4375,422.6875,243976282
54.5625,-3.0625,423.0625,243976322
54.9375,-3.1875,422.625,243976363
54.25,-2.1875,422.25,243976403
53.9375,-1.5,421.9375,243976443
54.375,-1.5625,422.25,243976484
54.1875,-2.1875,422.6875,243976524
55.1875,-1.5625,424,243976564
56.25,-0.1875,424.5,243976604
55.9375,-0.1875,422.5625,243976645
55.5625,-0.1875,422.375,243976685
58.1875,0.5,424.25,243976725
56.8125,1.75,424.25,243976766
57.125,0.375,421.875,243976806
57.4375,2.4375,422.875,243976846
57.625,0.9375,423.0625,243976886
56.875,2.25,423.375,243976927
56.3125,1.9375,423.375,243976967
57.125,1.9375,423.1875,243977007
57.25,0.8125,422.8125,243977047
57.3125,0.5,423.3125,243977088
57.9375,1.3125,423.6875,243977128
56.5625,0.875,424.125,243977168
55.25,0.4375,424.1875,243977209
55.875,-1.0625,423.5,243977249
56.5,-1.1875,423.125,243977289
55.25,-1.4375,423.4375,243977329
56,-1.25,424.5,243977370
56.3125,-0.625,424.5625,243977410
55.375,-0.5,425.0625,243977450
